"ccode.year","country","country.series","unit","series","ccode","year","value","country.year","population"
"MUS.1980","Mauritius","Mauritius","Billion Kwh","exports","MUS","1980",0,"Mauritius.1980",NA
"MUS.1981","Mauritius","Mauritius","Billion Kwh","generation","MUS","1981",0.436,"Mauritius.1981",NA
"MUS.1981","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1981",NA,"Mauritius.1981",NA
"MUS.1981","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1981",0,"Mauritius.1981",NA
"MUS.1981","Mauritius","Mauritius","Billion Kwh","imports","MUS","1981",0,"Mauritius.1981",NA
"MUS.1981","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1981",0.40548,"Mauritius.1981",NA
"MUS.1981","Mauritius","Mauritius","Million Kw","capacity","MUS","1981",0.243,"Mauritius.1981",NA
"MUS.1981","Mauritius","Mauritius","Billion Kwh","exports","MUS","1981",0,"Mauritius.1981",NA
"MUS.1982","Mauritius","Mauritius","Billion Kwh","generation","MUS","1982",0.429,"Mauritius.1982",NA
"MUS.1982","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1982",NA,"Mauritius.1982",NA
"MUS.1982","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1982",0,"Mauritius.1982",NA
"MUS.1982","Mauritius","Mauritius","Billion Kwh","imports","MUS","1982",0,"Mauritius.1982",NA
"MUS.1982","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1982",0.39897,"Mauritius.1982",NA
"MUS.1982","Mauritius","Mauritius","Million Kw","capacity","MUS","1982",0.243,"Mauritius.1982",NA
"MUS.1982","Mauritius","Mauritius","Billion Kwh","exports","MUS","1982",0,"Mauritius.1982",NA
"MUS.1983","Mauritius","Mauritius","Billion Kwh","generation","MUS","1983",0.439,"Mauritius.1983",NA
"MUS.1983","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1983",NA,"Mauritius.1983",NA
"MUS.1983","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1983",0,"Mauritius.1983",NA
"MUS.1983","Mauritius","Mauritius","Billion Kwh","imports","MUS","1983",0,"Mauritius.1983",NA
"MUS.1983","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1983",0.40827,"Mauritius.1983",NA
"MUS.1983","Mauritius","Mauritius","Million Kw","capacity","MUS","1983",0.274,"Mauritius.1983",NA
"MUS.1983","Mauritius","Mauritius","Billion Kwh","exports","MUS","1983",0,"Mauritius.1983",NA
"MUS.1984","Mauritius","Mauritius","Billion Kwh","generation","MUS","1984",0.45,"Mauritius.1984",NA
"MUS.1984","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1984",NA,"Mauritius.1984",NA
"MUS.1984","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1984",0,"Mauritius.1984",NA
"MUS.1984","Mauritius","Mauritius","Billion Kwh","imports","MUS","1984",0,"Mauritius.1984",NA
"MUS.1984","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1984",0.4185,"Mauritius.1984",NA
"MUS.1984","Mauritius","Mauritius","Million Kw","capacity","MUS","1984",0.274,"Mauritius.1984",NA
"MUS.1984","Mauritius","Mauritius","Billion Kwh","exports","MUS","1984",0,"Mauritius.1984",NA
"MUS.1985","Mauritius","Mauritius","Billion Kwh","generation","MUS","1985",0.453,"Mauritius.1985",NA
"MUS.1985","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1985",NA,"Mauritius.1985",NA
"MUS.1985","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1985",0,"Mauritius.1985",NA
"MUS.1985","Mauritius","Mauritius","Billion Kwh","imports","MUS","1985",0,"Mauritius.1985",NA
"MUS.1985","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1985",0.42129,"Mauritius.1985",NA
"MUS.1985","Mauritius","Mauritius","Million Kw","capacity","MUS","1985",0.274,"Mauritius.1985",NA
"MUS.1985","Mauritius","Mauritius","Billion Kwh","exports","MUS","1985",0,"Mauritius.1985",NA
"MUS.1986","Mauritius","Mauritius","Billion Kwh","generation","MUS","1986",0.501,"Mauritius.1986",NA
"MUS.1986","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1986",NA,"Mauritius.1986",NA
"MUS.1986","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1986",0,"Mauritius.1986",NA
"MUS.1986","Mauritius","Mauritius","Billion Kwh","imports","MUS","1986",0,"Mauritius.1986",NA
"MUS.1986","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1986",0.46593,"Mauritius.1986",NA
"MUS.1986","Mauritius","Mauritius","Million Kw","capacity","MUS","1986",0.279,"Mauritius.1986",NA
"MUS.1986","Mauritius","Mauritius","Billion Kwh","exports","MUS","1986",0,"Mauritius.1986",NA
"MUS.1987","Mauritius","Mauritius","Billion Kwh","generation","MUS","1987",0.565,"Mauritius.1987",NA
"MUS.1987","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1987",NA,"Mauritius.1987",NA
"MUS.1987","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1987",0,"Mauritius.1987",NA
"MUS.1987","Mauritius","Mauritius","Billion Kwh","imports","MUS","1987",0,"Mauritius.1987",NA
"MUS.1987","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1987",0.52545,"Mauritius.1987",NA
"MUS.1987","Mauritius","Mauritius","Million Kw","capacity","MUS","1987",0.279,"Mauritius.1987",NA
"MUS.1987","Mauritius","Mauritius","Billion Kwh","exports","MUS","1987",0,"Mauritius.1987",NA
"MUS.1988","Mauritius","Mauritius","Billion Kwh","generation","MUS","1988",0.613,"Mauritius.1988",NA
"MUS.1988","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1988",NA,"Mauritius.1988",NA
"MUS.1988","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1988",0,"Mauritius.1988",NA
"MUS.1988","Mauritius","Mauritius","Billion Kwh","imports","MUS","1988",0,"Mauritius.1988",NA
"MUS.1988","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1988",0.57009,"Mauritius.1988",NA
"MUS.1988","Mauritius","Mauritius","Million Kw","capacity","MUS","1988",0.302,"Mauritius.1988",NA
"MUS.1988","Mauritius","Mauritius","Billion Kwh","exports","MUS","1988",0,"Mauritius.1988",NA
"MUS.1989","Mauritius","Mauritius","Billion Kwh","generation","MUS","1989",0.652,"Mauritius.1989",NA
"MUS.1989","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1989",NA,"Mauritius.1989",NA
"MUS.1989","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1989",0,"Mauritius.1989",NA
"MUS.1989","Mauritius","Mauritius","Billion Kwh","imports","MUS","1989",0,"Mauritius.1989",NA
"MUS.1989","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1989",0.60636,"Mauritius.1989",NA
"MUS.1989","Mauritius","Mauritius","Million Kw","capacity","MUS","1989",0.302,"Mauritius.1989",NA
"MUS.1989","Mauritius","Mauritius","Billion Kwh","exports","MUS","1989",0,"Mauritius.1989",NA
"MUS.1990","Mauritius","Mauritius","Billion Kwh","exports","MUS","1990",0,"Mauritius.1990",1058775
"MUS.1990","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1990",0,"Mauritius.1990",1058775
"MUS.1990","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1990",NA,"Mauritius.1990",1058775
"MUS.1990","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1990",0.66867,"Mauritius.1990",1058775
"MUS.1990","Mauritius","Mauritius","Million Kw","capacity","MUS","1990",0.313,"Mauritius.1990",1058775
"MUS.1990","Mauritius","Mauritius","Billion Kwh","imports","MUS","1990",0,"Mauritius.1990",1058775
"MUS.1990","Mauritius","Mauritius","Billion Kwh","generation","MUS","1990",0.719,"Mauritius.1990",1058775
"MUS.1991","Mauritius","Mauritius","Billion Kwh","generation","MUS","1991",0.787,"Mauritius.1991",NA
"MUS.1991","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1991",NA,"Mauritius.1991",NA
"MUS.1991","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1991",0,"Mauritius.1991",NA
"MUS.1991","Mauritius","Mauritius","Billion Kwh","imports","MUS","1991",0,"Mauritius.1991",NA
"MUS.1991","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1991",0.73191,"Mauritius.1991",NA
"MUS.1991","Mauritius","Mauritius","Million Kw","capacity","MUS","1991",0.32,"Mauritius.1991",NA
"MUS.1991","Mauritius","Mauritius","Billion Kwh","exports","MUS","1991",0,"Mauritius.1991",NA
"MUS.1992","Mauritius","Mauritius","Billion Kwh","generation","MUS","1992",0.875,"Mauritius.1992",NA
"MUS.1992","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1992",NA,"Mauritius.1992",NA
"MUS.1992","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1992",0,"Mauritius.1992",NA
"MUS.1992","Mauritius","Mauritius","Billion Kwh","imports","MUS","1992",0,"Mauritius.1992",NA
"MUS.1992","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1992",0.81375,"Mauritius.1992",NA
"MUS.1992","Mauritius","Mauritius","Million Kw","capacity","MUS","1992",0.331,"Mauritius.1992",NA
"MUS.1992","Mauritius","Mauritius","Billion Kwh","exports","MUS","1992",0,"Mauritius.1992",NA
"MUS.1993","Mauritius","Mauritius","Billion Kwh","generation","MUS","1993",0.934,"Mauritius.1993",NA
"MUS.1993","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1993",NA,"Mauritius.1993",NA
"MUS.1993","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1993",0,"Mauritius.1993",NA
"MUS.1993","Mauritius","Mauritius","Billion Kwh","imports","MUS","1993",0,"Mauritius.1993",NA
"MUS.1993","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1993",0.86862,"Mauritius.1993",NA
"MUS.1993","Mauritius","Mauritius","Million Kw","capacity","MUS","1993",0.338,"Mauritius.1993",NA
"MUS.1993","Mauritius","Mauritius","Billion Kwh","exports","MUS","1993",0,"Mauritius.1993",NA
"MUS.1994","Mauritius","Mauritius","Billion Kwh","generation","MUS","1994",0.974,"Mauritius.1994",NA
"MUS.1994","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1994",NA,"Mauritius.1994",NA
"MUS.1994","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1994",0,"Mauritius.1994",NA
"MUS.1994","Mauritius","Mauritius","Billion Kwh","imports","MUS","1994",0,"Mauritius.1994",NA
"MUS.1994","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1994",0.90582,"Mauritius.1994",NA
"MUS.1994","Mauritius","Mauritius","Million Kw","capacity","MUS","1994",0.338,"Mauritius.1994",NA
"MUS.1994","Mauritius","Mauritius","Billion Kwh","exports","MUS","1994",0,"Mauritius.1994",NA
"MUS.1995","Mauritius","Mauritius","Billion Kwh","generation","MUS","1995",1.06,"Mauritius.1995",1122457
"MUS.1995","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1995",NA,"Mauritius.1995",1122457
"MUS.1995","Mauritius","Mauritius","Million Kw","capacity","MUS","1995",0.364,"Mauritius.1995",1122457
"MUS.1995","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1995",0,"Mauritius.1995",1122457
"MUS.1995","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1995",0.9858,"Mauritius.1995",1122457
"MUS.1995","Mauritius","Mauritius","Billion Kwh","exports","MUS","1995",0,"Mauritius.1995",1122457
"MUS.1995","Mauritius","Mauritius","Billion Kwh","imports","MUS","1995",0,"Mauritius.1995",1122457
"MUS.1996","Mauritius","Mauritius","Billion Kwh","generation","MUS","1996",0.925,"Mauritius.1996",NA
"MUS.1996","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1996",NA,"Mauritius.1996",NA
"MUS.1996","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1996",0,"Mauritius.1996",NA
"MUS.1996","Mauritius","Mauritius","Billion Kwh","imports","MUS","1996",0,"Mauritius.1996",NA
"MUS.1996","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1996",0.86025,"Mauritius.1996",NA
"MUS.1996","Mauritius","Mauritius","Million Kw","capacity","MUS","1996",0.369,"Mauritius.1996",NA
"MUS.1996","Mauritius","Mauritius","Billion Kwh","exports","MUS","1996",0,"Mauritius.1996",NA
"MUS.1997","Mauritius","Mauritius","Billion Kwh","generation","MUS","1997",1.073,"Mauritius.1997",NA
"MUS.1997","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1997",NA,"Mauritius.1997",NA
"MUS.1997","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1997",0,"Mauritius.1997",NA
"MUS.1997","Mauritius","Mauritius","Billion Kwh","imports","MUS","1997",0,"Mauritius.1997",NA
"MUS.1997","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1997",0.99789,"Mauritius.1997",NA
"MUS.1997","Mauritius","Mauritius","Million Kw","capacity","MUS","1997",0.404,"Mauritius.1997",NA
"MUS.1997","Mauritius","Mauritius","Billion Kwh","exports","MUS","1997",0,"Mauritius.1997",NA
"MUS.1998","Mauritius","Mauritius","Billion Kwh","generation","MUS","1998",1.115,"Mauritius.1998",NA
"MUS.1998","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1998",NA,"Mauritius.1998",NA
"MUS.1998","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1998",0,"Mauritius.1998",NA
"MUS.1998","Mauritius","Mauritius","Billion Kwh","imports","MUS","1998",0,"Mauritius.1998",NA
"MUS.1998","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1998",1.03695,"Mauritius.1998",NA
"MUS.1998","Mauritius","Mauritius","Million Kw","capacity","MUS","1998",0.484,"Mauritius.1998",NA
"MUS.1998","Mauritius","Mauritius","Billion Kwh","exports","MUS","1998",0,"Mauritius.1998",NA
"MUS.1999","Mauritius","Mauritius","Billion Kwh","generation","MUS","1999",1.349,"Mauritius.1999",NA
"MUS.1999","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","1999",NA,"Mauritius.1999",NA
"MUS.1999","Mauritius","Mauritius","Billion Kwh","net imports","MUS","1999",0,"Mauritius.1999",NA
"MUS.1999","Mauritius","Mauritius","Billion Kwh","imports","MUS","1999",0,"Mauritius.1999",NA
"MUS.1999","Mauritius","Mauritius","Billion Kwh","consumption","MUS","1999",1.25457,"Mauritius.1999",NA
"MUS.1999","Mauritius","Mauritius","Million Kw","capacity","MUS","1999",0.5284,"Mauritius.1999",NA
"MUS.1999","Mauritius","Mauritius","Billion Kwh","exports","MUS","1999",0,"Mauritius.1999",NA
"MUS.2000","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2000",1.521222,"Mauritius.2000",1186873
"MUS.2000","Mauritius","Mauritius","Million Kw","capacity","MUS","2000",0.709,"Mauritius.2000",1186873
"MUS.2000","Mauritius","Mauritius","Billion Kwh","imports","MUS","2000",0,"Mauritius.2000",1186873
"MUS.2000","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2000",0,"Mauritius.2000",1186873
"MUS.2000","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2000",0.16,"Mauritius.2000",1186873
"MUS.2000","Mauritius","Mauritius","Billion Kwh","exports","MUS","2000",0,"Mauritius.2000",1186873
"MUS.2000","Mauritius","Mauritius","Billion Kwh","generation","MUS","2000",1.681222,"Mauritius.2000",1186873
"MUS.2001","Mauritius","Mauritius","Billion Kwh","imports","MUS","2001",0,"Mauritius.2001",1196287
"MUS.2001","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2001",0.172,"Mauritius.2001",1196287
"MUS.2001","Mauritius","Mauritius","Million Kw","capacity","MUS","2001",0.719,"Mauritius.2001",1196287
"MUS.2001","Mauritius","Mauritius","Billion Kwh","generation","MUS","2001",1.800656,"Mauritius.2001",1196287
"MUS.2001","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2001",0,"Mauritius.2001",1196287
"MUS.2001","Mauritius","Mauritius","Billion Kwh","exports","MUS","2001",0,"Mauritius.2001",1196287
"MUS.2001","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2001",1.628656,"Mauritius.2001",1196287
"MUS.2002","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2002",0,"Mauritius.2002",1204621
"MUS.2002","Mauritius","Mauritius","Billion Kwh","imports","MUS","2002",0,"Mauritius.2002",1204621
"MUS.2002","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2002",1.666246,"Mauritius.2002",1204621
"MUS.2002","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2002",0.175,"Mauritius.2002",1204621
"MUS.2002","Mauritius","Mauritius","Million Kw","capacity","MUS","2002",0.718,"Mauritius.2002",1204621
"MUS.2002","Mauritius","Mauritius","Billion Kwh","generation","MUS","2002",1.841246,"Mauritius.2002",1204621
"MUS.2002","Mauritius","Mauritius","Billion Kwh","exports","MUS","2002",0,"Mauritius.2002",1204621
"MUS.2003","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2003",1.784006,"Mauritius.2003",1213370
"MUS.2003","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2003",0.187,"Mauritius.2003",1213370
"MUS.2003","Mauritius","Mauritius","Million Kw","capacity","MUS","2003",0.71,"Mauritius.2003",1213370
"MUS.2003","Mauritius","Mauritius","Billion Kwh","exports","MUS","2003",0,"Mauritius.2003",1213370
"MUS.2003","Mauritius","Mauritius","Billion Kwh","imports","MUS","2003",0,"Mauritius.2003",1213370
"MUS.2003","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2003",0,"Mauritius.2003",1213370
"MUS.2003","Mauritius","Mauritius","Billion Kwh","generation","MUS","2003",1.971006,"Mauritius.2003",1213370
"MUS.2004","Mauritius","Mauritius","Million Kw","capacity","MUS","2004",0.714,"Mauritius.2004",1221003
"MUS.2004","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2004",0,"Mauritius.2004",1221003
"MUS.2004","Mauritius","Mauritius","Billion Kwh","exports","MUS","2004",0,"Mauritius.2004",1221003
"MUS.2004","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2004",1.855926,"Mauritius.2004",1221003
"MUS.2004","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2004",0.194,"Mauritius.2004",1221003
"MUS.2004","Mauritius","Mauritius","Billion Kwh","imports","MUS","2004",0,"Mauritius.2004",1221003
"MUS.2004","Mauritius","Mauritius","Billion Kwh","generation","MUS","2004",2.049926,"Mauritius.2004",1221003
"MUS.2005","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2005",0.204,"Mauritius.2005",1228254
"MUS.2005","Mauritius","Mauritius","Million Kw","capacity","MUS","2005",0.82858,"Mauritius.2005",1228254
"MUS.2005","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2005",1.941066,"Mauritius.2005",1228254
"MUS.2005","Mauritius","Mauritius","Billion Kwh","generation","MUS","2005",2.145066,"Mauritius.2005",1228254
"MUS.2005","Mauritius","Mauritius","Billion Kwh","exports","MUS","2005",0,"Mauritius.2005",1228254
"MUS.2005","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2005",0,"Mauritius.2005",1228254
"MUS.2005","Mauritius","Mauritius","Billion Kwh","imports","MUS","2005",0,"Mauritius.2005",1228254
"MUS.2006","Mauritius","Mauritius","Million Kw","capacity","MUS","2006",0.78158,"Mauritius.2006",1233996
"MUS.2006","Mauritius","Mauritius","Billion Kwh","imports","MUS","2006",0,"Mauritius.2006",1233996
"MUS.2006","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2006",2.015026,"Mauritius.2006",1233996
"MUS.2006","Mauritius","Mauritius","Billion Kwh","exports","MUS","2006",0,"Mauritius.2006",1233996
"MUS.2006","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2006",0,"Mauritius.2006",1233996
"MUS.2006","Mauritius","Mauritius","Billion Kwh","generation","MUS","2006",2.214026,"Mauritius.2006",1233996
"MUS.2006","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2006",0.199,"Mauritius.2006",1233996
"MUS.2007","Mauritius","Mauritius","Billion Kwh","exports","MUS","2007",0,"Mauritius.2007",1239630
"MUS.2007","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2007",0.213,"Mauritius.2007",1239630
"MUS.2007","Mauritius","Mauritius","Million Kw","capacity","MUS","2007",0.83318,"Mauritius.2007",1239630
"MUS.2007","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2007",2.10817,"Mauritius.2007",1239630
"MUS.2007","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2007",0,"Mauritius.2007",1239630
"MUS.2007","Mauritius","Mauritius","Billion Kwh","generation","MUS","2007",2.32117,"Mauritius.2007",1239630
"MUS.2007","Mauritius","Mauritius","Billion Kwh","imports","MUS","2007",0,"Mauritius.2007",1239630
"MUS.2008","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2008",0.216,"Mauritius.2008",1244121
"MUS.2008","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2008",2.22215,"Mauritius.2008",1244121
"MUS.2008","Mauritius","Mauritius","Billion Kwh","imports","MUS","2008",0,"Mauritius.2008",1244121
"MUS.2008","Mauritius","Mauritius","Billion Kwh","generation","MUS","2008",2.43815,"Mauritius.2008",1244121
"MUS.2008","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2008",0,"Mauritius.2008",1244121
"MUS.2008","Mauritius","Mauritius","Million Kw","capacity","MUS","2008",0.79518,"Mauritius.2008",1244121
"MUS.2008","Mauritius","Mauritius","Billion Kwh","exports","MUS","2008",0,"Mauritius.2008",1244121
"MUS.2009","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2009",2.25939,"Mauritius.2009",1247429
"MUS.2009","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2009",0,"Mauritius.2009",1247429
"MUS.2009","Mauritius","Mauritius","Billion Kwh","generation","MUS","2009",2.45739,"Mauritius.2009",1247429
"MUS.2009","Mauritius","Mauritius","Billion Kwh","imports","MUS","2009",0,"Mauritius.2009",1247429
"MUS.2009","Mauritius","Mauritius","Million Kw","capacity","MUS","2009",0.844,"Mauritius.2009",1247429
"MUS.2009","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2009",0.198,"Mauritius.2009",1247429
"MUS.2009","Mauritius","Mauritius","Billion Kwh","exports","MUS","2009",0,"Mauritius.2009",1247429
"MUS.2010","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2010",0,"Mauritius.2010",1250400
"MUS.2010","Mauritius","Mauritius","Billion Kwh","imports","MUS","2010",0,"Mauritius.2010",1250400
"MUS.2010","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2010",0.194,"Mauritius.2010",1250400
"MUS.2010","Mauritius","Mauritius","Billion Kwh","generation","MUS","2010",2.5659,"Mauritius.2010",1250400
"MUS.2010","Mauritius","Mauritius","Billion Kwh","exports","MUS","2010",0,"Mauritius.2010",1250400
"MUS.2010","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2010",2.3719,"Mauritius.2010",1250400
"MUS.2010","Mauritius","Mauritius","Million Kw","capacity","MUS","2010",0.846,"Mauritius.2010",1250400
"MUS.2011","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2011",2.40526,"Mauritius.2011",1252404
"MUS.2011","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2011",0,"Mauritius.2011",1252404
"MUS.2011","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2011",0.194,"Mauritius.2011",1252404
"MUS.2011","Mauritius","Mauritius","Billion Kwh","generation","MUS","2011",2.59926,"Mauritius.2011",1252404
"MUS.2011","Mauritius","Mauritius","Billion Kwh","exports","MUS","2011",0,"Mauritius.2011",1252404
"MUS.2011","Mauritius","Mauritius","Million Kw","capacity","MUS","2011",0.8281,"Mauritius.2011",1252404
"MUS.2011","Mauritius","Mauritius","Billion Kwh","imports","MUS","2011",0,"Mauritius.2011",1252404
"MUS.2012","Mauritius","Mauritius","Billion Kwh","generation","MUS","2012",2.66292,"Mauritius.2012",1255882
"MUS.2012","Mauritius","Mauritius","Million Kw","capacity","MUS","2012",0.8601,"Mauritius.2012",1255882
"MUS.2012","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2012",0.191,"Mauritius.2012",1255882
"MUS.2012","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2012",2.47192,"Mauritius.2012",1255882
"MUS.2012","Mauritius","Mauritius","Billion Kwh","imports","MUS","2012",0,"Mauritius.2012",1255882
"MUS.2012","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2012",0,"Mauritius.2012",1255882
"MUS.2012","Mauritius","Mauritius","Billion Kwh","exports","MUS","2012",0,"Mauritius.2012",1255882
"MUS.2013","Mauritius","Mauritius","Billion Kwh","exports","MUS","2013",0,"Mauritius.2013",1258653
"MUS.2013","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2013",2.56542,"Mauritius.2013",1258653
"MUS.2013","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2013",0,"Mauritius.2013",1258653
"MUS.2013","Mauritius","Mauritius","Million Kw","capacity","MUS","2013",0.8581,"Mauritius.2013",1258653
"MUS.2013","Mauritius","Mauritius","Billion Kwh","generation","MUS","2013",2.74942,"Mauritius.2013",1258653
"MUS.2013","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2013",0.184,"Mauritius.2013",1258653
"MUS.2013","Mauritius","Mauritius","Billion Kwh","imports","MUS","2013",0,"Mauritius.2013",1258653
"MUS.2014","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2014",2.61354,"Mauritius.2014",1260934
"MUS.2014","Mauritius","Mauritius","Billion Kwh","exports","MUS","2014",0,"Mauritius.2014",1260934
"MUS.2014","Mauritius","Mauritius","Billion Kwh","imports","MUS","2014",0,"Mauritius.2014",1260934
"MUS.2014","Mauritius","Mauritius","Million Kw","capacity","MUS","2014",0.8631,"Mauritius.2014",1260934
"MUS.2014","Mauritius","Mauritius","Billion Kwh","generation","MUS","2014",2.79554,"Mauritius.2014",1260934
"MUS.2014","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2014",0,"Mauritius.2014",1260934
"MUS.2014","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2014",0.182,"Mauritius.2014",1260934
"MUS.2015","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2015",0.177,"Mauritius.2015",1262605
"MUS.2015","Mauritius","Mauritius","Billion Kwh","imports","MUS","2015",0,"Mauritius.2015",1262605
"MUS.2015","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2015",2.68004,"Mauritius.2015",1262605
"MUS.2015","Mauritius","Mauritius","Million Kw","capacity","MUS","2015",0.882,"Mauritius.2015",1262605
"MUS.2015","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2015",0,"Mauritius.2015",1262605
"MUS.2015","Mauritius","Mauritius","Billion Kwh","generation","MUS","2015",2.85704,"Mauritius.2015",1262605
"MUS.2015","Mauritius","Mauritius","Billion Kwh","exports","MUS","2015",0,"Mauritius.2015",1262605
"MUS.2016","Mauritius","Mauritius","Billion Kwh","generation","MUS","2016",2.89832,"Mauritius.2016",NA
"MUS.2016","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2016",0.172,"Mauritius.2016",NA
"MUS.2016","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2016",0,"Mauritius.2016",NA
"MUS.2016","Mauritius","Mauritius","Billion Kwh","imports","MUS","2016",0,"Mauritius.2016",NA
"MUS.2016","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2016",2.72632,"Mauritius.2016",NA
"MUS.2016","Mauritius","Mauritius","Million Kw","capacity","MUS","2016",0.894,"Mauritius.2016",NA
