"country","ccode","electricity.source","year","value","series","unit","country.year","ccode.year"
"Malaysia","MYS","Hydro","2002",0.0714353055260003,"electricity source","percent","Malaysia.2002","MYS.2002"
"Malaysia","MYS","Hydro","2003",0.064420344339803,"electricity source","percent","Malaysia.2003","MYS.2003"
"Malaysia","MYS","Hydro","2004",0.0708521705313305,"electricity source","percent","Malaysia.2004","MYS.2004"
"Malaysia","MYS","Hydro","2005",0.0627895443494248,"electricity source","percent","Malaysia.2005","MYS.2005"
"Malaysia","MYS","Hydro","2006",0.0717132361126572,"electricity source","percent","Malaysia.2006","MYS.2006"
"Malaysia","MYS","Hydro","2007",0.0665531810164486,"electricity source","percent","Malaysia.2007","MYS.2007"
"Malaysia","MYS","Hydro","2008",0.0762875635218454,"electricity source","percent","Malaysia.2008","MYS.2008"
"Malaysia","MYS","Hydro","2009",0.0599898278492798,"electricity source","percent","Malaysia.2009","MYS.2009"
"Malaysia","MYS","Hydro","2010",0.0518647925248025,"electricity source","percent","Malaysia.2010","MYS.2010"
"Malaysia","MYS","Hydro","2011",0.0589673177335138,"electricity source","percent","Malaysia.2011","MYS.2011"
"Malaysia","MYS","Hydro","2012",0.0673904793088309,"electricity source","percent","Malaysia.2012","MYS.2012"
"Malaysia","MYS","Hydro","2013",0.0765171885390465,"electricity source","percent","Malaysia.2013","MYS.2013"
"Malaysia","MYS","Hydro","2014",0.090785181970448,"electricity source","percent","Malaysia.2014","MYS.2014"
"Malaysia","MYS","Hydro","2015",0.092750611165511,"electricity source","percent","Malaysia.2015","MYS.2015"
"Malaysia","MYS","Hydro","2016",NA,"electricity source","percent","Malaysia.2016","MYS.2016"
"Malaysia","MYS","Hydro","2017",NA,"electricity source","percent","Malaysia.2017","MYS.2017"
"Malaysia","MYS","Hydro","2018",NA,"electricity source","percent","Malaysia.2018","MYS.2018"
"Malaysia","MYS","Gas","1999",0.739809605567734,"electricity source","percent","Malaysia.1999","MYS.1999"
"Malaysia","MYS","Gas","2000",0.736380044762111,"electricity source","percent","Malaysia.2000","MYS.2000"
"Malaysia","MYS","Gas","2001",0.714211355579315,"electricity source","percent","Malaysia.2001","MYS.2001"
"Malaysia","MYS","Gas","2002",0.674244770973346,"electricity source","percent","Malaysia.2002","MYS.2002"
"Malaysia","MYS","Gas","2003",0.709031592093693,"electricity source","percent","Malaysia.2003","MYS.2003"
"Malaysia","MYS","Gas","2004",0.66525691507462,"electricity source","percent","Malaysia.2004","MYS.2004"
"Malaysia","MYS","Gas","2005",0.668743120486737,"electricity source","percent","Malaysia.2005","MYS.2005"
"Malaysia","MYS","Gas","2006",0.662707336079261,"electricity source","percent","Malaysia.2006","MYS.2006"
"Malaysia","MYS","Gas","2007",0.633485786947783,"electricity source","percent","Malaysia.2007","MYS.2007"
"Malaysia","MYS","Gas","2008",0.638388155540332,"electricity source","percent","Malaysia.2008","MYS.2008"
"Malaysia","MYS","Gas","2009",0.61241519615872,"electricity source","percent","Malaysia.2009","MYS.2009"
"Malaysia","MYS","Gas","2010",0.567331271136185,"electricity source","percent","Malaysia.2010","MYS.2010"
"Malaysia","MYS","Gas","2011",0.449878166698898,"electricity source","percent","Malaysia.2011","MYS.2011"
"Malaysia","MYS","Gas","2012",0.466204299714989,"electricity source","percent","Malaysia.2012","MYS.2012"
"Malaysia","MYS","Gas","2013",0.489786625032527,"electricity source","percent","Malaysia.2013","MYS.2013"
"Malaysia","MYS","Gas","2014",0.50068828024873,"electricity source","percent","Malaysia.2014","MYS.2014"
"Malaysia","MYS","Gas","2015",0.466031187759371,"electricity source","percent","Malaysia.2015","MYS.2015"
"Malaysia","MYS","Gas","2016",NA,"electricity source","percent","Malaysia.2016","MYS.2016"
"Malaysia","MYS","Gas","2017",NA,"electricity source","percent","Malaysia.2017","MYS.2017"
"Malaysia","MYS","Gas","2018",NA,"electricity source","percent","Malaysia.2018","MYS.2018"
"Malaysia","MYS","Nuclear","1999",0,"electricity source","percent","Malaysia.1999","MYS.1999"
"Malaysia","MYS","Nuclear","2000",0,"electricity source","percent","Malaysia.2000","MYS.2000"
"Malaysia","MYS","Nuclear","2001",0,"electricity source","percent","Malaysia.2001","MYS.2001"
"Malaysia","MYS","Nuclear","2002",0,"electricity source","percent","Malaysia.2002","MYS.2002"
"Malaysia","MYS","Nuclear","2003",0,"electricity source","percent","Malaysia.2003","MYS.2003"
"Malaysia","MYS","Nuclear","2004",0,"electricity source","percent","Malaysia.2004","MYS.2004"
"Malaysia","MYS","Nuclear","2005",0,"electricity source","percent","Malaysia.2005","MYS.2005"
"Malaysia","MYS","Nuclear","2006",0,"electricity source","percent","Malaysia.2006","MYS.2006"
"Malaysia","MYS","Nuclear","2007",0,"electricity source","percent","Malaysia.2007","MYS.2007"
"Malaysia","MYS","Nuclear","2008",0,"electricity source","percent","Malaysia.2008","MYS.2008"
"Malaysia","MYS","Nuclear","2009",0,"electricity source","percent","Malaysia.2009","MYS.2009"
"Malaysia","MYS","Nuclear","2010",0,"electricity source","percent","Malaysia.2010","MYS.2010"
"Malaysia","MYS","Nuclear","2011",0,"electricity source","percent","Malaysia.2011","MYS.2011"
"Malaysia","MYS","Nuclear","2012",0,"electricity source","percent","Malaysia.2012","MYS.2012"
"Malaysia","MYS","Nuclear","2013",0,"electricity source","percent","Malaysia.2013","MYS.2013"
"Malaysia","MYS","Nuclear","2014",0,"electricity source","percent","Malaysia.2014","MYS.2014"
"Malaysia","MYS","Nuclear","2015",NA,"electricity source","percent","Malaysia.2015","MYS.2015"
"Malaysia","MYS","Nuclear","2016",NA,"electricity source","percent","Malaysia.2016","MYS.2016"
"Malaysia","MYS","Nuclear","2017",NA,"electricity source","percent","Malaysia.2017","MYS.2017"
"Malaysia","MYS","Nuclear","2018",NA,"electricity source","percent","Malaysia.2018","MYS.2018"
"Malaysia","MYS","Oil","1999",0.0749313997516594,"electricity source","percent","Malaysia.1999","MYS.1999"
"Malaysia","MYS","Oil","2000",0.0519818063677713,"electricity source","percent","Malaysia.2000","MYS.2000"
"Malaysia","MYS","Oil","2001",0.0616453773000957,"electricity source","percent","Malaysia.2001","MYS.2001"
"Malaysia","MYS","Oil","2002",0.102627644816765,"electricity source","percent","Malaysia.2002","MYS.2002"
"Malaysia","MYS","Oil","2003",0.0378238540060406,"electricity source","percent","Malaysia.2003","MYS.2003"
"Malaysia","MYS","Oil","2004",0.0303218122599776,"electricity source","percent","Malaysia.2004","MYS.2004"
"Malaysia","MYS","Oil","2005",0.0266471520327072,"electricity source","percent","Malaysia.2005","MYS.2005"
"Malaysia","MYS","Oil","2006",0.0348992541467216,"electricity source","percent","Malaysia.2006","MYS.2006"
"Malaysia","MYS","Oil","2007",0.0229705894417326,"electricity source","percent","Malaysia.2007","MYS.2007"
"Malaysia","MYS","Oil","2008",0.0176378564636353,"electricity source","percent","Malaysia.2008","MYS.2008"
"Malaysia","MYS","Oil","2009",0.0303440428264786,"electricity source","percent","Malaysia.2009","MYS.2009"
"Malaysia","MYS","Oil","2010",0.0294103505200904,"electricity source","percent","Malaysia.2010","MYS.2010"
"Malaysia","MYS","Oil","2011",0.0730999806613808,"electricity source","percent","Malaysia.2011","MYS.2011"
"Malaysia","MYS","Oil","2012",0.0447533505480686,"electricity source","percent","Malaysia.2012","MYS.2012"
"Malaysia","MYS","Oil","2013",0.0385910891375372,"electricity source","percent","Malaysia.2013","MYS.2013"
"Malaysia","MYS","Oil","2014",0.0236659908184093,"electricity source","percent","Malaysia.2014","MYS.2014"
"Malaysia","MYS","Oil","2015",0.0115838345889704,"electricity source","percent","Malaysia.2015","MYS.2015"
"Malaysia","MYS","Oil","2016",NA,"electricity source","percent","Malaysia.2016","MYS.2016"
"Malaysia","MYS","Oil","2017",NA,"electricity source","percent","Malaysia.2017","MYS.2017"
"Malaysia","MYS","Oil","2018",NA,"electricity source","percent","Malaysia.2018","MYS.2018"
"Malaysia","MYS","Renewables","1999",0,"electricity source","percent","Malaysia.1999","MYS.1999"
"Malaysia","MYS","Renewables","2000",0,"electricity source","percent","Malaysia.2000","MYS.2000"
"Malaysia","MYS","Renewables","2001",1.40678633729109e-05,"electricity source","percent","Malaysia.2001","MYS.2001"
"Malaysia","MYS","Renewables","2002",1.34681948578432e-05,"electricity source","percent","Malaysia.2002","MYS.2002"
"Malaysia","MYS","Renewables","2003",1.27438861206336e-05,"electricity source","percent","Malaysia.2003","MYS.2003"
"Malaysia","MYS","Renewables","2004",1.21530309659229e-05,"electricity source","percent","Malaysia.2004","MYS.2004"
"Malaysia","MYS","Renewables","2005",1.20958474955548e-05,"electricity source","percent","Malaysia.2005","MYS.2005"
"Malaysia","MYS","Renewables","2006",1.11321384838027e-05,"electricity source","percent","Malaysia.2006","MYS.2006"
"Malaysia","MYS","Renewables","2007",1.02547274293449e-05,"electricity source","percent","Malaysia.2007","MYS.2007"
"Malaysia","MYS","Renewables","2008",0,"electricity source","percent","Malaysia.2008","MYS.2008"
"Malaysia","MYS","Renewables","2009",0.0100687051196952,"electricity source","percent","Malaysia.2009","MYS.2009"
"Malaysia","MYS","Renewables","2010",0.00806180180468963,"electricity source","percent","Malaysia.2010","MYS.2010"
"Malaysia","MYS","Renewables","2011",0.00817636820731,"electricity source","percent","Malaysia.2011","MYS.2011"
"Malaysia","MYS","Renewables","2012",0.0064443634144708,"electricity source","percent","Malaysia.2012","MYS.2012"
"Malaysia","MYS","Renewables","2013",0.00925925925925926,"electricity source","percent","Malaysia.2013","MYS.2013"
"Malaysia","MYS","Renewables","2014",0.00629284798839078,"electricity source","percent","Malaysia.2014","MYS.2014"
"Malaysia","MYS","Renewables","2015",0.00682107338648975,"electricity source","percent","Malaysia.2015","MYS.2015"
"Malaysia","MYS","Renewables","2016",NA,"electricity source","percent","Malaysia.2016","MYS.2016"
"Malaysia","MYS","Renewables","2017",NA,"electricity source","percent","Malaysia.2017","MYS.2017"
"Malaysia","MYS","Renewables","2018",NA,"electricity source","percent","Malaysia.2018","MYS.2018"
"Mauritius","MUS","Coal","1999",0.119242902208202,"electricity source","percent","Mauritius.1999","MUS.1999"
"Mauritius","MUS","Coal","2000",0.204161979752531,"electricity source","percent","Mauritius.2000","MUS.2000"
"Mauritius","MUS","Coal","2001",0.243328100470958,"electricity source","percent","Mauritius.2001","MUS.2001"
"Mauritius","MUS","Coal","2002",0.259487179487179,"electricity source","percent","Mauritius.2002","MUS.2002"
"Mauritius","MUS","Coal","2003",0.239193083573487,"electricity source","percent","Mauritius.2003","MUS.2003"
"Mauritius","MUS","Coal","2004",0.217090069284065,"electricity source","percent","Mauritius.2004","MUS.2004"
"Mauritius","MUS","Coal","2005",0.268485915492958,"electricity source","percent","Mauritius.2005","MUS.2005"
"Mauritius","MUS","Coal","2006",0.339574468085106,"electricity source","percent","Mauritius.2006","MUS.2006"
"Mauritius","MUS","Coal","2007",0.403245436105477,"electricity source","percent","Mauritius.2007","MUS.2007"
"Mauritius","MUS","Coal","2008",0.441533046538913,"electricity source","percent","Mauritius.2008","MUS.2008"
"Mauritius","MUS","Coal","2009",0.393868839736127,"electricity source","percent","Mauritius.2009","MUS.2009"
"Mauritius","MUS","Coal","2010",0.386760877649684,"electricity source","percent","Mauritius.2010","MUS.2010"
"Mauritius","MUS","Coal","2011",0.405712193335774,"electricity source","percent","Mauritius.2011","MUS.2011"
"Mauritius","MUS","Coal","2012",0.411154808723633,"electricity source","percent","Mauritius.2012","MUS.2012"
"Mauritius","MUS","Coal","2013",0.420360110803324,"electricity source","percent","Mauritius.2013","MUS.2013"
"Mauritius","MUS","Coal","2014",0.429009193054137,"electricity source","percent","Mauritius.2014","MUS.2014"
"Mauritius","MUS","Coal","2015",0.394394394394394,"electricity source","percent","Mauritius.2015","MUS.2015"
"Mauritius","MUS","Coal","2016",NA,"electricity source","percent","Mauritius.2016","MUS.2016"
"Mauritius","MUS","Coal","2017",NA,"electricity source","percent","Mauritius.2017","MUS.2017"
"Mauritius","MUS","Coal","2018",NA,"electricity source","percent","Mauritius.2018","MUS.2018"
"Mauritius","MUS","Hydro","1999",0.0189274447949527,"electricity source","percent","Mauritius.1999","MUS.1999"
"Mauritius","MUS","Hydro","2000",0.0539932508436445,"electricity source","percent","Mauritius.2000","MUS.2000"
"Mauritius","MUS","Hydro","2001",0.0371533228676086,"electricity source","percent","Mauritius.2001","MUS.2001"
"Mauritius","MUS","Hydro","2002",0.0441025641025641,"electricity source","percent","Mauritius.2002","MUS.2002"
"Mauritius","MUS","Hydro","2003",0.0566762728146013,"electricity source","percent","Mauritius.2003","MUS.2003"
"Mauritius","MUS","Hydro","2004",0.05635103926097,"electricity source","percent","Mauritius.2004","MUS.2004"
"Mauritius","MUS","Hydro","2005",0.0506161971830986,"electricity source","percent","Mauritius.2005","MUS.2005"
"Mauritius","MUS","Hydro","2006",0.0327659574468085,"electricity source","percent","Mauritius.2006","MUS.2006"
"Mauritius","MUS","Hydro","2007",0.0340770791075051,"electricity source","percent","Mauritius.2007","MUS.2007"
"Mauritius","MUS","Hydro","2008",0.0422369964802503,"electricity source","percent","Mauritius.2008","MUS.2008"
"Mauritius","MUS","Hydro","2009",0.0473418703919286,"electricity source","percent","Mauritius.2009","MUS.2009"
"Mauritius","MUS","Hydro","2010",0.0375604313871328,"electricity source","percent","Mauritius.2010","MUS.2010"
"Mauritius","MUS","Hydro","2011",0.0205053094104724,"electricity source","percent","Mauritius.2011","MUS.2011"
"Mauritius","MUS","Hydro","2012",0.0264569181265642,"electricity source","percent","Mauritius.2012","MUS.2012"
"Mauritius","MUS","Hydro","2013",0.0328947368421053,"electricity source","percent","Mauritius.2013","MUS.2013"
"Mauritius","MUS","Hydro","2014",0.0309839972761321,"electricity source","percent","Mauritius.2014","MUS.2014"
"Mauritius","MUS","Hydro","2015",0.0407073740407074,"electricity source","percent","Mauritius.2015","MUS.2015"
"Mauritius","MUS","Hydro","2016",NA,"electricity source","percent","Mauritius.2016","MUS.2016"
"Mauritius","MUS","Hydro","2017",NA,"electricity source","percent","Mauritius.2017","MUS.2017"
"Mauritius","MUS","Hydro","2018",NA,"electricity source","percent","Mauritius.2018","MUS.2018"
"Mauritius","MUS","Gas","1999",0,"electricity source","percent","Mauritius.1999","MUS.1999"
"Mauritius","MUS","Gas","2000",0,"electricity source","percent","Mauritius.2000","MUS.2000"
"Mauritius","MUS","Gas","2001",0,"electricity source","percent","Mauritius.2001","MUS.2001"
"Mauritius","MUS","Gas","2002",0,"electricity source","percent","Mauritius.2002","MUS.2002"
"Mauritius","MUS","Gas","2003",0,"electricity source","percent","Mauritius.2003","MUS.2003"
"Mauritius","MUS","Gas","2004",0,"electricity source","percent","Mauritius.2004","MUS.2004"
"Mauritius","MUS","Gas","2005",0,"electricity source","percent","Mauritius.2005","MUS.2005"
"Mauritius","MUS","Gas","2006",0,"electricity source","percent","Mauritius.2006","MUS.2006"
"Mauritius","MUS","Gas","2007",0,"electricity source","percent","Mauritius.2007","MUS.2007"
"Mauritius","MUS","Gas","2008",0,"electricity source","percent","Mauritius.2008","MUS.2008"
"Mauritius","MUS","Gas","2009",0,"electricity source","percent","Mauritius.2009","MUS.2009"
"Mauritius","MUS","Gas","2010",0,"electricity source","percent","Mauritius.2010","MUS.2010"
"Mauritius","MUS","Gas","2011",0,"electricity source","percent","Mauritius.2011","MUS.2011"
"Mauritius","MUS","Gas","2012",0,"electricity source","percent","Mauritius.2012","MUS.2012"
"Mauritius","MUS","Gas","2013",0,"electricity source","percent","Mauritius.2013","MUS.2013"
"Mauritius","MUS","Gas","2014",0,"electricity source","percent","Mauritius.2014","MUS.2014"
"Mauritius","MUS","Gas","2015",0,"electricity source","percent","Mauritius.2015","MUS.2015"
"Mauritius","MUS","Gas","2016",NA,"electricity source","percent","Mauritius.2016","MUS.2016"
"Mauritius","MUS","Gas","2017",NA,"electricity source","percent","Mauritius.2017","MUS.2017"
"Mauritius","MUS","Gas","2018",NA,"electricity source","percent","Mauritius.2018","MUS.2018"
"Mauritius","MUS","Nuclear","1999",0,"electricity source","percent","Mauritius.1999","MUS.1999"
"Mauritius","MUS","Nuclear","2000",0,"electricity source","percent","Mauritius.2000","MUS.2000"
"Mauritius","MUS","Nuclear","2001",0,"electricity source","percent","Mauritius.2001","MUS.2001"
"Mauritius","MUS","Nuclear","2002",0,"electricity source","percent","Mauritius.2002","MUS.2002"
"Mauritius","MUS","Nuclear","2003",0,"electricity source","percent","Mauritius.2003","MUS.2003"
"Mauritius","MUS","Nuclear","2004",0,"electricity source","percent","Mauritius.2004","MUS.2004"
"Mauritius","MUS","Nuclear","2005",0,"electricity source","percent","Mauritius.2005","MUS.2005"
"Mauritius","MUS","Nuclear","2006",0,"electricity source","percent","Mauritius.2006","MUS.2006"
"Mauritius","MUS","Nuclear","2007",0,"electricity source","percent","Mauritius.2007","MUS.2007"
"Mauritius","MUS","Nuclear","2008",0,"electricity source","percent","Mauritius.2008","MUS.2008"
"Mauritius","MUS","Nuclear","2009",0,"electricity source","percent","Mauritius.2009","MUS.2009"
"Mauritius","MUS","Nuclear","2010",0,"electricity source","percent","Mauritius.2010","MUS.2010"
"Mauritius","MUS","Nuclear","2011",0,"electricity source","percent","Mauritius.2011","MUS.2011"
"Mauritius","MUS","Nuclear","2012",0,"electricity source","percent","Mauritius.2012","MUS.2012"
"Mauritius","MUS","Nuclear","2013",0,"electricity source","percent","Mauritius.2013","MUS.2013"
"Mauritius","MUS","Nuclear","2014",0,"electricity source","percent","Mauritius.2014","MUS.2014"
"Mauritius","MUS","Nuclear","2015",NA,"electricity source","percent","Mauritius.2015","MUS.2015"
"Mauritius","MUS","Nuclear","2016",NA,"electricity source","percent","Mauritius.2016","MUS.2016"
"Mauritius","MUS","Nuclear","2017",NA,"electricity source","percent","Mauritius.2017","MUS.2017"
"Mauritius","MUS","Nuclear","2018",NA,"electricity source","percent","Mauritius.2018","MUS.2018"
"Mauritius","MUS","Oil","1999",0.673186119873817,"electricity source","percent","Mauritius.1999","MUS.1999"
"Mauritius","MUS","Oil","2000",0.499437570303712,"electricity source","percent","Mauritius.2000","MUS.2000"
"Mauritius","MUS","Oil","2001",0.469387755102041,"electricity source","percent","Mauritius.2001","MUS.2001"
"Mauritius","MUS","Oil","2002",0.464615384615385,"electricity source","percent","Mauritius.2002","MUS.2002"
"Mauritius","MUS","Oil","2003",0.488472622478386,"electricity source","percent","Mauritius.2003","MUS.2003"
"Mauritius","MUS","Oil","2004",0.509468822170901,"electricity source","percent","Mauritius.2004","MUS.2004"
"Mauritius","MUS","Oil","2005",0.481514084507042,"electricity source","percent","Mauritius.2005","MUS.2005"
"Mauritius","MUS","Oil","2006",0.437872340425532,"electricity source","percent","Mauritius.2006","MUS.2006"
"Mauritius","MUS","Oil","2007",0.372819472616633,"electricity source","percent","Mauritius.2007","MUS.2007"
"Mauritius","MUS","Oil","2008",0.326163472819711,"electricity source","percent","Mauritius.2008","MUS.2008"
"Mauritius","MUS","Oil","2009",0.369809856422196,"electricity source","percent","Mauritius.2009","MUS.2009"
"Mauritius","MUS","Oil","2010",0.370026031982149,"electricity source","percent","Mauritius.2010","MUS.2010"
"Mauritius","MUS","Oil","2011",0.392164042475284,"electricity source","percent","Mauritius.2011","MUS.2011"
"Mauritius","MUS","Oil","2012",0.381837683232034,"electricity source","percent","Mauritius.2012","MUS.2012"
"Mauritius","MUS","Oil","2013",0.373614958448754,"electricity source","percent","Mauritius.2013","MUS.2013"
"Mauritius","MUS","Oil","2014",0.368062648961525,"electricity source","percent","Mauritius.2014","MUS.2014"
"Mauritius","MUS","Oil","2015",0.378378378378378,"electricity source","percent","Mauritius.2015","MUS.2015"
"Mauritius","MUS","Oil","2016",NA,"electricity source","percent","Mauritius.2016","MUS.2016"
"Mauritius","MUS","Oil","2017",NA,"electricity source","percent","Mauritius.2017","MUS.2017"
"Mauritius","MUS","Oil","2018",NA,"electricity source","percent","Mauritius.2018","MUS.2018"
"Mauritius","MUS","Renewables","1999",0.188643533123028,"electricity source","percent","Mauritius.1999","MUS.1999"
"Mauritius","MUS","Renewables","2000",0.242407199100113,"electricity source","percent","Mauritius.2000","MUS.2000"
"Mauritius","MUS","Renewables","2001",0.250130821559393,"electricity source","percent","Mauritius.2001","MUS.2001"
"Mauritius","MUS","Renewables","2002",0.231794871794872,"electricity source","percent","Mauritius.2002","MUS.2002"
"Mauritius","MUS","Renewables","2003",0.215658021133525,"electricity source","percent","Mauritius.2003","MUS.2003"
"Mauritius","MUS","Renewables","2004",0.217090069284065,"electricity source","percent","Mauritius.2004","MUS.2004"
"Mauritius","MUS","Renewables","2005",0.199383802816901,"electricity source","percent","Mauritius.2005","MUS.2005"
"Mauritius","MUS","Renewables","2006",0.189787234042553,"electricity source","percent","Mauritius.2006","MUS.2006"
"Mauritius","MUS","Renewables","2007",0.189858012170385,"electricity source","percent","Mauritius.2007","MUS.2007"
"Mauritius","MUS","Renewables","2008",0.190066484161126,"electricity source","percent","Mauritius.2008","MUS.2008"
"Mauritius","MUS","Renewables","2009",0.188979433449748,"electricity source","percent","Mauritius.2009","MUS.2009"
"Mauritius","MUS","Renewables","2010",0.205652658981034,"electricity source","percent","Mauritius.2010","MUS.2010"
"Mauritius","MUS","Renewables","2011",0.181618454778469,"electricity source","percent","Mauritius.2011","MUS.2011"
"Mauritius","MUS","Renewables","2012",0.180550589917769,"electricity source","percent","Mauritius.2012","MUS.2012"
"Mauritius","MUS","Renewables","2013",0.173130193905817,"electricity source","percent","Mauritius.2013","MUS.2013"
"Mauritius","MUS","Renewables","2014",0.171944160708206,"electricity source","percent","Mauritius.2014","MUS.2014"
"Mauritius","MUS","Renewables","2015",0.18651985318652,"electricity source","percent","Mauritius.2015","MUS.2015"
"Mauritius","MUS","Renewables","2016",NA,"electricity source","percent","Mauritius.2016","MUS.2016"
"Mauritius","MUS","Renewables","2017",NA,"electricity source","percent","Mauritius.2017","MUS.2017"
"Mauritius","MUS","Renewables","2018",NA,"electricity source","percent","Mauritius.2018","MUS.2018"
"Mozambique","MOZ","Coal","1999",0,"electricity source","percent","Mozambique.1999","MOZ.1999"
"Mozambique","MOZ","Coal","2000",0,"electricity source","percent","Mozambique.2000","MOZ.2000"
"Mozambique","MOZ","Coal","2001",0,"electricity source","percent","Mozambique.2001","MOZ.2001"
"Mozambique","MOZ","Coal","2002",0,"electricity source","percent","Mozambique.2002","MOZ.2002"
"Mozambique","MOZ","Coal","2003",0,"electricity source","percent","Mozambique.2003","MOZ.2003"
"Mozambique","MOZ","Coal","2004",0,"electricity source","percent","Mozambique.2004","MOZ.2004"
"Mozambique","MOZ","Coal","2005",0,"electricity source","percent","Mozambique.2005","MOZ.2005"
"Mozambique","MOZ","Coal","2006",0,"electricity source","percent","Mozambique.2006","MOZ.2006"
"Mozambique","MOZ","Coal","2007",0,"electricity source","percent","Mozambique.2007","MOZ.2007"
"Mozambique","MOZ","Coal","2008",0,"electricity source","percent","Mozambique.2008","MOZ.2008"
"Mozambique","MOZ","Coal","2009",0,"electricity source","percent","Mozambique.2009","MOZ.2009"
"Mozambique","MOZ","Coal","2010",0,"electricity source","percent","Mozambique.2010","MOZ.2010"
"Mozambique","MOZ","Coal","2011",0,"electricity source","percent","Mozambique.2011","MOZ.2011"
"Mozambique","MOZ","Coal","2012",0,"electricity source","percent","Mozambique.2012","MOZ.2012"
"Mozambique","MOZ","Coal","2013",0,"electricity source","percent","Mozambique.2013","MOZ.2013"
"Mozambique","MOZ","Coal","2014",0,"electricity source","percent","Mozambique.2014","MOZ.2014"
"Mozambique","MOZ","Coal","2015",0,"electricity source","percent","Mozambique.2015","MOZ.2015"
"Mozambique","MOZ","Coal","2016",NA,"electricity source","percent","Mozambique.2016","MOZ.2016"
"Mozambique","MOZ","Coal","2017",NA,"electricity source","percent","Mozambique.2017","MOZ.2017"
"Mozambique","MOZ","Coal","2018",NA,"electricity source","percent","Mozambique.2018","MOZ.2018"
"Mozambique","MOZ","Hydro","1999",0.996887159533074,"electricity source","percent","Mozambique.1999","MOZ.1999"
"Mozambique","MOZ","Hydro","2000",0.99546204620462,"electricity source","percent","Mozambique.2000","MOZ.2000"
"Mozambique","MOZ","Hydro","2001",0.996297854438368,"electricity source","percent","Mozambique.2001","MOZ.2001"
"Mozambique","MOZ","Hydro","2002",0.997010698552549,"electricity source","percent","Mozambique.2002","MOZ.2002"
"Mozambique","MOZ","Hydro","2003",0.996607683139268,"electricity source","percent","Mozambique.2003","MOZ.2003"
"Mozambique","MOZ","Hydro","2004",0.996073074953048,"electricity source","percent","Mozambique.2004","MOZ.2004"
"Mozambique","MOZ","Hydro","2005",0.998419269853218,"electricity source","percent","Mozambique.2005","MOZ.2005"
"Mozambique","MOZ","Hydro","2006",0.998642871683518,"electricity source","percent","Mozambique.2006","MOZ.2006"
"Mozambique","MOZ","Hydro","2007",0.999191341129634,"electricity source","percent","Mozambique.2007","MOZ.2007"
"Mozambique","MOZ","Hydro","2008",0.999140609506181,"electricity source","percent","Mozambique.2008","MOZ.2008"
"Mozambique","MOZ","Hydro","2009",0.999233626127454,"electricity source","percent","Mozambique.2009","MOZ.2009"
"Mozambique","MOZ","Hydro","2010",0.998859954398176,"electricity source","percent","Mozambique.2010","MOZ.2010"
"Mozambique","MOZ","Hydro","2011",0.998811645870469,"electricity source","percent","Mozambique.2011","MOZ.2011"
"Mozambique","MOZ","Hydro","2012",0.998615323750495,"electricity source","percent","Mozambique.2012","MOZ.2012"
"Mozambique","MOZ","Hydro","2013",0.976569318563276,"electricity source","percent","Mozambique.2013","MOZ.2013"
"Mozambique","MOZ","Hydro","2014",0.911575743913436,"electricity source","percent","Mozambique.2014","MOZ.2014"
"Mozambique","MOZ","Hydro","2015",0.864108873600161,"electricity source","percent","Mozambique.2015","MOZ.2015"
"Mozambique","MOZ","Hydro","2016",NA,"electricity source","percent","Mozambique.2016","MOZ.2016"
"Mozambique","MOZ","Hydro","2017",NA,"electricity source","percent","Mozambique.2017","MOZ.2017"
"Mozambique","MOZ","Hydro","2018",NA,"electricity source","percent","Mozambique.2018","MOZ.2018"
"Mozambique","MOZ","Gas","1999",0.000259403372243839,"electricity source","percent","Mozambique.1999","MOZ.1999"
"Mozambique","MOZ","Gas","2000",0.000206270627062706,"electricity source","percent","Mozambique.2000","MOZ.2000"
"Mozambique","MOZ","Gas","2001",0.00016827934371056,"electricity source","percent","Mozambique.2001","MOZ.2001"
"Mozambique","MOZ","Gas","2002",0.000314663310258024,"electricity source","percent","Mozambique.2002","MOZ.2002"
"Mozambique","MOZ","Gas","2003",0.000275052718437701,"electricity source","percent","Mozambique.2003","MOZ.2003"
"Mozambique","MOZ","Gas","2004",0.000597575550623186,"electricity source","percent","Mozambique.2004","MOZ.2004"
"Mozambique","MOZ","Gas","2005",0.000526910048927362,"electricity source","percent","Mozambique.2005","MOZ.2005"
"Mozambique","MOZ","Gas","2006",0.000542851326592929,"electricity source","percent","Mozambique.2006","MOZ.2006"
"Mozambique","MOZ","Gas","2007",0.000622045284896741,"electricity source","percent","Mozambique.2007","MOZ.2007"
"Mozambique","MOZ","Gas","2008",0.000793283532755999,"electricity source","percent","Mozambique.2008","MOZ.2008"
"Mozambique","MOZ","Gas","2009",0.000707422036196428,"electricity source","percent","Mozambique.2009","MOZ.2009"
"Mozambique","MOZ","Gas","2010",0.00108004320172807,"electricity source","percent","Mozambique.2010","MOZ.2010"
"Mozambique","MOZ","Gas","2011",0.0011883541295306,"electricity source","percent","Mozambique.2011","MOZ.2011"
"Mozambique","MOZ","Gas","2012",0.00138467624950547,"electricity source","percent","Mozambique.2012","MOZ.2012"
"Mozambique","MOZ","Gas","2013",0.0234306814367237,"electricity source","percent","Mozambique.2013","MOZ.2013"
"Mozambique","MOZ","Gas","2014",0.0884242560865645,"electricity source","percent","Mozambique.2014","MOZ.2014"
