Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Nauru,NRU,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.9901,..,..,..,1.0101,1.0101,1.1,1.3725,..,..,..,1.2389,..,..,..,..
Nepal,NPL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,0.2,0.15,..,..,..,5,..,..,..,..,..,0.3,..,..,..,..,..,..,..
Nepal,NPL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,0.052,..,..,0.2127,..,..,..,..,..,..,..,0.5036,0.5425,0.5951,..,..,0.6507,..,..
Netherlands,NLD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.8,4.7,4.6,4.5,4.5,4.5,4.8,4.7,4.3,4.7,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.2,3.3,3.1,3.149,..,3.71,..,3.921,..,..,2.9516,3.1245,3.2468,3.3065,3.42,3.4875,3.5067,..,..,..
New Caledonia,NCL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,6.2,..,..,..,..,..,..,..,..,2.3,..,2.8,..,..,..,..,..,..
New Zealand,NZL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,2.3099,2.0665,2.2,..,..,..,2.3049,2.547,2.679,2.6114,2.6331,2.6788,2.7856,2.8073,3.0003,3.0252,..,..,..
Nicaragua,NIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,0.8999999762,0.9,0.9,1,0.9,0.9,..,0.8,1.1,0.9,0.9,0.9,..,..,..,..,..
Nicaragua,NIC,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,0.3902,..,0.5051,0.4981,0.5329,0.6571,0.7129,0.7388,0.827,0.8759,0.9158,0.9137,..,..,..,1.0056,..
Niger,NER,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,0.3,..,..,..,..,..,..,..,..,..,0.3,..,..,..,..
Niger,NER,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,0.033,..,0.0225,..,..,..,0.0189,0.0278,0.019,..,..,0.0513,0.05,..,..,..,..,..
Nigeria,NGA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.2,..,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.269,..,..,0.2646,..,0.2822,0.3479,0.3782,0.376,0.378,0.1836,..,..,0.3827,..,..,..,..,..,..
North Macedonia,MKD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.1,4.9,4.8,4.8,4.8,4.7,4.6,4.6,4.5,4.5,4.6,4.5,4.4,4.4,..,..,..,..,..,..
North Macedonia,MKD,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.201,2.191,..,..,..,..,2.546,..,2.627,2.5924,2.6759,2.7258,2.7748,2.7962,..,2.8736,..,..,..,..
Northern Mariana Islands,MNP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.8,3.8,5,5,5.2,5.2,5,4.9,3.5,3.3,4.3,4.2,4,3.9,..,..,..,..,..,..
Norway,NOR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.9,3,3.1,3.1,..,..,3.77,3.889,4.076,4.056,4.1167,4.1927,4.2374,4.3084,4.4266,4.394,4.4948,4.6336,..,..
Oman,OMN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.2,2.1,2,2,2.2,2.1,2.1,2,2,1.8,1.8,1.8,1.7,1.7,1.6,..,..,..,..,..
Oman,OMN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.4365,..,1.257,..,1.5834,1.6653,1.7727,1.8432,1.8826,1.9296,1.9273,1.9547,2.0363,2.0674,2.1841,2.1225,2.0184,1.9697,..,..
Pakistan,PAK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.7,0.7,0.7,0.7,0.7,0.7,1.3,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,..,..,..,..,..
Pakistan,PAK,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.6629,0.6797,..,..,0.7713,0.8209,..,0.7975,0.8187,0.8354,0.8496,0.8748,..,..,0.806,0.9753,..,..,..,..
Palau,PLW,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,5.9,5,..,4.9,4.8,..,..,..,..,..,..,..,..,..
Palau,PLW,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.58,..,..,..,..,..,1.3,..,..,1.4286,1.4146,..,..,..,1.1848,..,..,..,..,..
Panama,PAN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,2.5,..,2.4,2.2,2.3,2.3,2.3,2.3,2.4,2.2,2.3,2.3,..,..,..,..,..,..
Panama,PAN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.502,1.2438,1.3346,1.3402,1.3216,1.3475,1.3488,1.3032,1.3807,1.3092,1.4056,1.4971,1.5969,1.5808,..,..,1.5699,..,..,..
Papua New Guinea,PNG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.0494,..,..,..,..,..,..,..,0.0491,..,0.0529,..,..,..,..,..,..,..,..,..
Paraguay,PRY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,1.2000000477,..,..,1.2,1.3,1.3,1.3,1.3,1.3,1.3,..,..,..,..,..,..,..,..
Paraguay,PRY,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.17,..,1.1537,..,..,..,..,..,..,..,..,..,1.2859,..,..,..,..,0.2399,1.366,..
Peru,PER,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,1.3999999762,0.9,..,..,1.2,1.5,1.6,1.5,1.5,1.5,1.5,1.6,..,..,..,..,..
Peru,PER,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,1.6672,..,0.9404,0.92,..,1.1164,..,..,..,1.27,..,..,..
Philippines,PHL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,1,0.5,..,..,..,0.5,0.5,0.5,0.5,0.5,1,..,..,..,..,..,..,..,..
Philippines,PHL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.2185,1.2202,1.1109,1.2259,1.1085,1.2296,1.2372,1.2457,1.2579,1.2658,1.275,..,..,..,..,..,..,..,..,..
Poland,POL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.9000000954,..,5.5999999046,6.7,6.7,6.5,6.5,6.4,6.6,6.7,6.5,6.5,6.5,6.5,..,..,..,..,..,..
Poland,POL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.2,2.3,2.3,2.469,..,1.97,2.012,..,2.144,..,2.171,2.1978,2.219,2.2252,2.2899,2.3112,2.3998,..,..,..
Portugal,PRT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.7,3.6,3.6,3.6,3.6,3.6,3.5,3.4,3.4,3.3,3.4,3.4,3.4,3.4,..,..,..,..,..,..
Portugal,PRT,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.2,3.2,3.2317,3.284,3.3446,3.4203,3.4834,3.5657,3.6549,3.761,3.8181,3.9579,4.0752,4.2322,4.3964,..,3.3356,..,..,..
Puerto Rico,PRI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.4,2.4,2.4,2.4,2.4,2.4,2.5,2.5,1.4,1.4,1.2,1.2,1.2,1.4,1.2,..,..,..,..,..
Qatar,QAT,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,2.217,..,..,..,2.4858,2.2892,..,3.3182,3.2223,3.8877,..,..,..,1.7971,..,2.7831,0.0008,..,..
Romania,ROU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.7,7.7,7.7,6.7,6.7,6.8,6.7,6.5,6.6,6.6,6.3,6.1,6.2,6.3,..,..,..,..,..,..
Romania,ROU,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.889,1.887,1.9718,1.905,..,..,1.917,..,..,..,2.4842,2.5207,2.5959,2.6324,..,..,2.2586,..,..,..
Russian Federation,RUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,10.9,10.8,10.7,10.5,9.9,9.7,9.7,9.5,9.2,9,8.8,8.6,8.4,8.2,..,..,..,..,..,..
Russian Federation,RUS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,4.172,4,4.252,4,4,4.309,..,..,..,2.3984,4.2426,4.0276,4.0153,4.1531,3.9632,4.0139,..,..,..
Rwanda,RWA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,1.7,..,1.6,1.6,..,..,..,..,..,..,..,..,..,..,..,..
Rwanda,RWA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,0.019,..,0.049,0.024,..,..,0.052,0.055,0.055,..,..,0.0998,0.124,0.1408,0.14,0.1346,..,..
Samoa,WSM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.2999999523,..,1.5,2.04,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,0.2814,..,0.2779,..,..,0.4632,..,0.3437,..,0.3805,0.4822,..,..,0.3409,..,..,..
San Marino,SMR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,3.85,3.8,..,..,..,..,..,..,..
San Marino,SMR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,4.9206,5.1411,5.0774,6.1468,..,..,..,..,..
Sao Tome and Principe,STP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,3.2,..,..,3.2,..,..,..,..,2.9,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.5329,..,..,..,..,..,..,..,..,..,..,0.32,..,..,..,..
Saudi Arabia,SAU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.3,3.2,2.2,2.2,2.2,2.3,2.3,2.2,2.2,2.2,2.2,2.1,2.1,2.2,2.7,..,..,..,..,..
Saudi Arabia,SAU,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.72,0.6789,..,..,1.37,..,..,1.622,2.0584,2.0736,2.407,2.4633,2.4588,..,2.577,..,2.39,..,..,..
Senegal,SEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,0.1,0.3,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.0542,..,..,..,0.0607,..,0.059,..,..,0.3103,..,0.2018,0.0692,..,..,..
Serbia,SRB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,5.9,5.7,5.5,5.5,5.4,5.6,5.6,5.7,..,..,..,..,..,..,..
Serbia,SRB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,1.99,2.035,..,2.2974,2.4714,2.492,2.4913,2.4941,2.4649,..,3.125,..,..,..
Seychelles,SYC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,5.7,..,..,3.9,..,3.6,..,..,..,..,..,..,..,..
Seychelles,SYC,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,1.3829,1.1725,0.8361,1.0078,0.7718,1.1319,1.0941,1.1656,1.0076,..,..,..,0.9458,..,..,..
Sierra Leone,SLE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,0.4,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.0309,..,..,..,0.0154,..,0.0211,0.025,..,..,..,..,..,..,..,..
Singapore,SGP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,2.9000000954,..,2.8,..,3.2,3.2,3.22,3.1,..,..,2,..,2.1,..,2.4,..,..,..,..
Singapore,SGP,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,1.43,..,1.5014,1.4856,1.5026,1.5029,1.5603,1.6163,1.6762,1.738,1.7523,1.83,1.9286,2.041,..,2.3063,..,..,..
Sint Maarten (Dutch part),SXM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.8,7.7,7.6,7.2,6.9,6.8,6.7,6.8,6.6,6.5,6.4,6.1,5.9,5.8,..,5.8,..,..,..,..
Slovak Republic,SVK,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.2,3.1,3.1,3.179,3.12,..,..,3.005,..,3.2955,..,..,..,3.3833,..,3.4414,2.4643,..,..,..
Slovenia,SVN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.4,5.2,5.1,5,4.8,4.8,4.8,4.7,4.7,4.6,4.6,4.6,4.5,4.6,..,..,..,..,..,..
Slovenia,SVN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.17,2.194,2.253,..,..,2.4,2.424,..,2.473,..,2.4345,2.4939,2.5374,2.6214,2.7582,2.8099,2.9953,..,..,..
Solomon Islands,SLB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,2.2,..,1.4,..,..,..,..,..,..,1.4,..,..,..,..,..,..,..
Solomon Islands,SLB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,0.1343,..,0.1894,..,..,0.1764,..,0.224,0.202,0.1559,0.1899,..,..,0.1999,..,..,..
Somalia,SOM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.4,0.4,0.4,0.4,0.4,..,..,..,..,..,..,..,..,0.9,0.9,..,..,..,..,..
Somalia,SOM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,0.028,..,..,..,0.035,..,..,..,0.0229,..,..,..,..,..
South Africa,ZAF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,2.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.7219,..,..,..,..,..,0.7289,0.7143,0.7254,0.7411,0.7542,0.7827,0.8024,0.9101,..,..
South Sudan,SSD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.7,3.6,3.5,3.5,3.4,3.4,3.3,3.3,3.2,3.2,3.2,3.1,3,3,..,..,..,..,..,..
Spain,ESP,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,4.3769,4.3587,4.4279,4.4701,4.4904,4.5211,4.5408,4.5843,4.6519,4.7128,3.7409,3.8216,3.8165,3.8046,3.7975,3.8493,4.0691,..,..,..
Sri Lanka,LKA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.9,3,3.1,..,3.1,..,..,..,..,..,3.5,..,3.6,..,..,..,..,..,..,..
Sri Lanka,LKA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.424,0.4433,..,..,0.5409,0.5223,0.5226,0.5564,0.6256,0.6843,0.7262,..,..,1.0869,..,0.9746,1.0578,0.958,..,..
St. Kitts and Nevis,KNA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,4.3,5.5,5.5,6,5.7,..,..,5.5,6,4.8,4.8,2.3,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.095,1.0652,..,..,..,..,..,..,..,..,..,..,..,..,..,2.523,..,..,..,..
St. Lucia,LCA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.3,..,3.2000000477,2.9,..,3,2.9,2.8,..,1.5,..,1.6,..,1.3,..,..,..,..,..,..
St. Lucia,LCA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,0.819,0.438,0.4658,0.4192,0.507,..,0.1853,0.1596,0.1053,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,4.7,4.5,4.5,4.5,4.5,..,3,..,..,2.6,2.7,5.2,2.5,2.6,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.8248,0.5741,..,..,0.93,..,..,..,..,..,0.6587,..,..,..,..,..,..,..,..,..
Sudan,SDN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,..,..,..,..,..,..
Sudan,SDN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.158,..,..,..,0.2502,..,0.3506,0.3512,0.3281,..,0.28,..,..,..,..,0.41,..,..,..,..
Suriname,SUR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.9,3.5999999046,..,..,3.1,..,3.3,3.1,..,2.6,3.1,..,..,..,..,..,..,..,..,..
Suriname,SUR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.4043,..,..,..,0.8104,..,..,..,..,0.7088,..,..,..,..,..,..,..,..,1.2265,..
Sweden,SWE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.6,3.3,3.1,3.1,3,2.9,2.9,2.9,2.8,2.8,2.7,2.7,2.6,2.6,..,..,..,..,..,..
Sweden,SWE,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.1,3.2,3.284,..,3.28,..,3.583,3.2405,3.77,3.868,3.8871,3.9582,4.0396,4.1271,4.2049,4.2861,5.3996,..,..,..
Switzerland,CHE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.3,6,5.9,5.8,5.7,5.5,5.4,5.4,5.3,5.1,5,4.9,4.8,4.7,..,..,..,..,..,..
Switzerland,CHE,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.5,3.5,3.615,..,..,..,3.97,..,..,..,3.8053,3.8241,3.8987,4.0185,4.1053,4.1782,4.2363,..,..,..
Syrian Arab Republic,SYR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.4,1.4,1.4,1.5,1.5,1.3,1.5,1.5,1.5,1.5,1.5,1.6,1.5,1.5,1.5,..,..,..,..,..
Syrian Arab Republic,SYR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.3654,1.399,1.4673,1.4053,1.454,1.544,0.53,1.5068,1.5105,1.4371,1.4841,..,..,..,1.5115,..,1.22,..,..,..
Tajikistan,TJK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.5,6.4,6.3,6.1,6,5.9,6.1,5.4,5.3,5.2,5,4.9,4.8,4.8,..,..,..,..,..,..
Tajikistan,TJK,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.1717,2.1212,2.0344,1.9292,1.9366,1.9363,1.8953,1.8724,1.9028,..,1.6722,1.6949,1.7009,1.6848,1.7003,..,..,..,..,..
Tanzania,TZA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,1.1,..,..,..,0.7,..,..,..,..,..,..,..,..,..
Tanzania,TZA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,0.0228,..,..,..,..,..,..,..,0.008,..,0.0302,..,0.0399,..,..,..,..,..
Thailand,THA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.2,..,2.2,..,..,2.1,..,..,..,..,2.1,..,..,..,..,..,..,..,..,..
Thailand,THA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.368,0.2982,0.2963,0.277,0.291,0.293,0.2874,0.2959,0.3163,0.3387,0.3905,..,..,..,..,0.4655,0.4457,0.8096,..,..
Timor-Leste,TLS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,5.9,5.9,..,..,..,..,..,..,..,..,..
Timor-Leste,TLS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.082,..,..,0.034,0.037,0.044,0.079,0.078,..,0.3099,0.6605,0.6696,..,0.7197,..,..
Togo,TGO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,0.9,..,..,..,..,..,0.7,..,..,..,..,..,..,..,..
Togo,TGO,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,0.057,..,..,0.0441,..,..,0.0484,0.0566,..,0.2022,..,..,..,..,0.0487,..,..,..,..
Tonga,TON,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,3.2000000477,..,..,2.4,..,..,..,2.4,..,2.6,..,..,..,..,..,..,..,..,..
Tonga,TON,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.499,0.355,0.3024,..,..,..,..,0.563,0.5534,0.5985,0.5572,..,..,0.5223,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.3,3.4000000954,..,3.3,..,2.6,2.7,2.7,2.5,2.6,2.1,..,2.7,2.7,3,..,..,..,..,..
Trinidad and Tobago,TTO,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.0055,0.9698,0.8249,0.8084,..,..,1.2217,1.1785,..,1.5073,1.8086,1.8212,..,..,..,2.6697,..,..,..,..
Tunisia,TUN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.7,1.7,1.7,1.7,2.1,1.8,2,1.8,2,2.1,2.1,2.1,2.1,2.1,2.2,2.3,..,..,..,..
Tunisia,TUN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.7675,0.7937,0.8074,0.8239,1.3307,0.9326,..,1.0248,1.1082,..,1.2214,..,..,..,1.2677,1.2999,1.2722,..,..,..
Turkey,TUR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.1,2.2,2.3,2.2,2.2,2.3,2.3,2.3,2.3,2.5,2.5,2.5,2.7,2.7,..,..,..,..,..,..
Turkey,TUR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.3479,1.399,1.4115,1.4294,1.4492,1.4852,1.5193,1.5576,1.6063,1.6631,1.7068,1.7168,1.7403,1.7651,1.7605,..,..,..,..,..
Turkmenistan,TKM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,9.1,8.4,8.2,8.3,8.1,8.4,8.2,4.1,7.7,7.6,7.6,7.5,7.4,7.4,..,..,..,..,..,..
Turkmenistan,TKM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,4.3453,..,..,..,2.49,2.438,..,..,2.2743,2.2841,2.2376,2.2125,2.2248,..,..,..,..,..
Turks and Caicos Islands,TCA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,5.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,0.625,1.0204,..,..,..,..,0.9709,1.1538,1.091,..,..,..,0.9174,..,..,..,..,..
Uganda,UGA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,0.7,1,1.1,..,..,0.4,0.5,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,0.047,..,0.0801,0.1177,..,..,..,..,0.117,..,0.0928,..,..,0.0908,..,..,..,..
Ukraine,UKR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,8.8,8.8,8.9,8.8,8.7,8.7,8.7,8.7,8.7,9.4,9.4,9,8.9,8.8,..,..,..,..,..,..
Ukraine,UKR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.978,..,..,2.951,..,..,3.125,..,..,..,3.483,3.4875,3.4991,3.5097,3.0075,..,..,..,..,..
United Arab Emirates,ARE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.4,2.3,2.2,2.2,2.2,2.2,1.9,1.9,1.9,1.9,1.9,1.1,1.1,1.2,..,..,..,..,..,..
United Arab Emirates,ARE,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.7896,1.969,1.9865,2.0596,1.9086,1.5222,1.3445,1.4343,1.6869,1.5674,1.4675,1.4824,1.5167,1.7783,2.0268,2.2373,2.3944,..,..,..
United Kingdom,GBR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.1,4,4,4,3.9,3.7,3.6,3.4,3.4,3.3,3,2.9,2.8,2.8,..,..,..,..,..,..
United Kingdom,GBR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.9,2,2.3,2.2,..,..,..,..,..,..,2.6724,2.7176,2.7279,2.7485,2.7769,2.778,2.7959,2.8058,..,..
